Representative_Sequence	total	CL3	CC1	SV1	M31Fcsw	M11Fcsw	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	NP2	NP3	NP5	TRRsed1	TRRsed2	TRRsed3	TS28	TS29	Even1	Even2	Even3
GOUTA7	0.000487407286233942	2.58346397049477e-07	2.39804290249714e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	2.58346397049477e-07	9.01836566909187e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.57703992621256e-05	0.000448725404453149	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Gramella	0.000234592409660768	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000100093010453405	9.45239600814118e-06	2.58346397049477e-07	7.78186107224303e-05	4.10280789476039e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Granulicatella	0.0305326560803291	1.18866252082905e-05	1.09568289242878e-05	1.0277817569361e-05	5.71686593737975e-06	3.58183113726929e-06	0.0179461300030204	0.00111013625982657	0.00422836168603158	0.00481273503063472	0.00211608770229923	4.32118613222245e-05	1.88622360983082e-05	3.51270656689906e-05	2.0597522497704e-05	2.21583945771555e-05	2.58346397049477e-07	9.99831362205976e-06	5.08256192580538e-05	2.58346397049477e-07	3.12824521272018e-05	1.38482572472343e-05	3.30818223963525e-06	1.00504598288915e-05	7.83236825946358e-06	2.60348790875115e-06	6.56251629022532e-06
Haematobacter	0.0012104048189529	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.03813490281094e-06	2.58346397049477e-07	3.36774112227227e-06	0.000296996538529248	1.28607408519959e-05	2.58346397049477e-07	2.58346397049477e-07	3.85260233303872e-05	7.69990227755297e-06	0.000255962287724618	0.0003622956809887	0.000192978770381982	2.58346397049477e-07	2.70432562658278e-05	4.85537120259533e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.21676908341788e-06	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Haemophilus	0.41877284142232	0.00011072699510384	0.000158595887800177	0.000117152176740684	0.000139840488928352	4.61224358120829e-05	0.0622814346926095	0.00411990935145316	0.0417204851894972	0.205175350033533	0.0914606726553081	0.00150441234177681	0.000450472477167511	0.00218536475410536	0.000557551771554983	0.00077114004233678	0.000210665146109626	0.000326547248434894	0.00164139620197692	0.00348518603414753	0.00111712615268253	0.000625394245505551	0.000125301615943066	9.23042126563642e-05	0.000130910223523693	0.000149174832390106	6.96042152219837e-05
Hahella	0.0102952915553788	2.58346397049477e-07	2.39804290249714e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.2559679861597e-05	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	2.58346397049477e-07	2.58346397049477e-07	4.2282860142679e-06	1.73032890408175e-05	9.45239600814118e-06	0.0083640847969982	0.00184619263734111	2.74381680974191e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.43091715290031e-06	2.58346397049477e-07
Haliangium	0.0021514622291247	0.000102005785995409	0.00019283103188734	0.00172026756431053	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.33983753051131e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	8.73815385908115e-05	1.57703992621256e-05	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.30904137924545e-06
Haliscomenobacter	0.00141747921612221	2.58346397049477e-07	3.02140974733168e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.75039191148432e-07	2.58346397049477e-07	3.38223839160766e-06	0.000130485574305861	3.51270656689906e-05	2.46653577178349e-05	2.65384042131767e-05	2.58346397049477e-07	5.13931743283535e-05	2.5568587998224e-06	0.00104573665272219	4.6794504992278e-05	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.60348790875115e-06	2.58346397049477e-07
Haloanella	0.00254440408167692	2.58346397049477e-07	6.01698485495842e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.36774112227227e-06	0.000142846828330703	0.00231909892610719	2.58346397049477e-07	2.58346397049477e-07	1.03931939568902e-06	7.69990227755297e-06	2.58346397049477e-07	4.32618161718038e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Haloarcula	8.19668012528892e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.19182304764674e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Halobacillus	8.6391157638022e-05	3.16541609985974e-06	2.39804290249714e-06	6.93799384525716e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.56332181580719e-06	2.58346397049477e-07	2.58346397049477e-07	4.6794504992278e-05	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Halochromatium	0.00174379249422155	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.2559679861597e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.85537120259533e-06	0.000261627922978335	0.000915469465436543	0.000543854780404442	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Haloferula	0.0059489694286624	3.16541609985974e-06	6.67743591339248e-06	6.93799384525716e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.75039191148432e-07	1.2559679861597e-05	1.03931939568902e-06	7.83946831423362e-05	0.00143568728975863	6.94115451392748e-05	4.84384523932827e-05	2.58346397049477e-07	5.12833000955462e-06	2.58346397049477e-07	0.00418217157169762	9.33306635875065e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.151851862653e-06	2.58346397049477e-07	2.58346397049477e-07
Halolactibacillus	8.29726116694149e-05	3.16541609985974e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.81304375966087e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.12824521272018e-05	4.10280789476039e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Halomicrobium	2.03069171734712e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Halomicronema	0.000186774843922801	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000174504730784573	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Halomonas	0.00491786192259493	8.97955550548027e-06	4.53773940794481e-06	3.59817012115332e-06	2.58346397049477e-07	2.58346397049477e-07	3.36774112227227e-06	0.000331680223323921	2.58346397049477e-07	9.55881669083067e-06	3.71623467906921e-05	2.13446173603172e-05	3.97912433730123e-06	2.35041592450102e-05	2.0597522497704e-05	2.21583945771555e-05	1.21681652487047e-05	4.89581825221009e-05	0.00381349042259733	0.000261627922978335	0.000232939139373192	5.46179897977888e-05	1.78326431834236e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Haloplasma	3.38968280236561e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.74381680974191e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Haloterrigena	3.38968280236561e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.74381680974191e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Halothiobacillus	5.47738182126723e-05	3.16541609985974e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.63835603307068e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.10280789476039e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
HB118	8.03885099363949e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.97912433730123e-06	6.06979960903967e-06	2.0597522497704e-05	4.40584427572615e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
HB2_32_21	0.006056586666359	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.5595436245227e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	4.32618161718038e-06	4.63835603307068e-06	2.58346397049477e-07	5.12833000955462e-06	4.85537120259533e-06	0.0021783381512411	0.00336637381811858	0.000475905226153518	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Helcococcus	2.0709282586789e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.4250622660552e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Helicobacter	9.09818130643887e-05	5.25856010476342e-05	8.81713241884015e-06	2.36371124657764e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Herbaspirillum	0.00404103710709329	3.51431828307726e-05	3.87728834951075e-05	3.59817012115332e-06	2.58346397049477e-07	2.58346397049477e-07	1.81304375966087e-06	4.1120891520131e-06	2.58346397049477e-07	2.58346397049477e-07	1.2559679861597e-05	1.74397523671195e-05	1.14206802178047e-05	0.000994016845647372	0.00193654791117936	0.000963860466321713	1.61381048659232e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	1.30904137924545e-06
Hirschia	1.83460477406307e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.69333820330205e-06	9.45239600814118e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Histophilus	8.26708470558328e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.80842477934634e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Holdemania	0.0153823280473064	1.47936949111008e-05	2.37950079569738e-05	1.36176412934648e-05	0.000295018401574884	3.41578907472916e-05	1.81304375966087e-06	4.1120891520131e-06	1.91619380794691e-05	1.29173198524739e-06	3.71623467906921e-05	2.58346397049477e-07	2.58346397049477e-07	0.000104864504212873	4.32618161718038e-06	2.58346397049477e-07	2.58346397049477e-07	7.56332181580719e-06	2.5568587998224e-06	0.00121998303710972	3.12824521272018e-05	0.000489495137003703	0.000274743572229769	0.000454612409634518	0.00470751293388742	0.0030970177125991	0.00454241275443024
HTCC	0.138587351872564	1.47936949111008e-05	8.81713241884015e-06	1.0277817569361e-05	2.59771191433388e-06	2.25243724118137e-06	1.81304375966087e-06	2.33808029268312e-05	2.54631353069424e-05	3.22932996311847e-05	0.000135573014507073	7.28710338480538e-06	3.37453478593152e-05	0.000726689997895823	0.000789418379102445	0.000197358780018003	0.0203898682204309	0.0265294940755188	0.00843579886457368	0.0438232240198593	0.0331650273719299	0.00418595088825397	6.35801808222102e-06	1.00504598288915e-05	1.25661319234724e-05	9.63891244385616e-06	7.61321127242129e-06
HTCC2207	0.120058353791763	8.97955550548027e-06	8.81713241884015e-06	6.93799384525716e-06	4.15728892585681e-06	9.23043345093441e-07	2.58346397049477e-07	3.10882884367584e-05	6.5595436245227e-06	4.10770771308669e-05	0.000110970347577977	8.06807638344493e-06	2.58346397049477e-07	0.00171463704393416	0.000248396294825035	7.90985198454311e-05	0.00397813784284991	0.0974267155063687	0.0150762011961847	0.000871490268334669	0.000248451192238268	0.000136157454898898	4.83310016092814e-06	6.13361445615467e-06	2.39271647170936e-05	8.46634168800532e-06	7.61321127242129e-06
Hydrocarboniphaga	0.000306862959947067	2.58346397049477e-07	0.000120081350702119	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.81304375966087e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	8.39401683731128e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000170890927912887	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Hydrogenophaga	0.00475378464304101	1.47936949111008e-05	1.30965254297355e-05	6.93799384525716e-06	2.58346397049477e-07	2.58346397049477e-07	1.81304375966087e-06	0.000146700571085667	1.28607408519959e-05	1.80842477934634e-06	0.00055381835230169	0.00290157303634296	0.00019373879929014	0.000273396647360588	0.000252464130045165	0.000206118799290046	4.78976218036705e-05	2.94782480720803e-05	2.5568587998224e-06	8.73815385908115e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.21676908341788e-06	2.151851862653e-06	1.43091715290031e-06	2.58346397049477e-07
Hydrogenophilus	0.04439058277593	1.18866252082905e-05	2.58346397049477e-07	2.58346397049477e-07	1.03813490281094e-06	1.5877402931374e-06	6.47713584749505e-06	0.0394587304144696	0.0044110964056283	1.31756662495234e-05	0.000184778348365263	6.50613038616584e-06	7.69990227755297e-06	1.769270603302e-05	2.0597522497704e-05	1.33983753051131e-05	2.58346397049477e-07	1.97382808470701e-05	9.45239600814118e-06	0.000174504730784573	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	6.13361445615467e-06	4.99211006105829e-06	3.77605866460198e-06	2.58346397049477e-07
Hylemonella	0.0398864517967916	0.00209044146271763	0.00325473673118295	0.00033090089508333	1.03813490281094e-06	1.5877402931374e-06	7.64385171650078e-05	0.0233809156407613	0.00105885948061255	1.00755094849296e-05	0.000947461023167211	0.00387857025764103	0.000443030921287007	0.000645329652927961	0.00209519348476446	0.000994520533773862	3.20178633347968e-05	0.000294892354953611	3.01390076330975e-05	0.000261627922978335	3.12824521272018e-05	2.58346397049477e-07	2.58346397049477e-07	6.13361445615467e-06	6.88561552666182e-06	7.29377093215449e-06	6.56251629022532e-06
Hymenobacter	0.0189802103783049	0.000133983552726322	0.000415359468453897	0.00861366373086086	2.58346397049477e-07	2.58346397049477e-07	0.000690543975396508	0.00506407632641925	0.00149994328653568	1.80842477934634e-06	4.94636802552397e-05	3.38223839160766e-06	0.0019090174297462	2.93156124570004e-05	8.39401683731128e-06	2.65384042131767e-05	2.58346397049477e-07	5.12833000955462e-06	2.5568587998224e-06	0.000435874307365859	6.23065578573541e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	3.77605866460198e-06	2.23229410231649e-05
Hyphomicrobium	0.0492492180516315	0.000232823922621871	0.00308570070725259	0.000821854982526594	2.59771191433388e-06	9.23043345093441e-07	6.40009382641166e-05	0.000848081752489046	0.000151487079856407	1.80842477934634e-06	4.94636802552397e-05	8.06807638344493e-06	9.32777949033432e-05	0.013633927581726	0.0155393888872971	0.01300888696538	0.000103476776444728	5.62631579408586e-05	1.17509084109141e-05	8.73815385908115e-05	0.00110161409981746	0.000299236385101116	4.83310016092814e-06	1.78841505743651e-05	1.72998955874812e-05	3.77605866460198e-06	3.4104313436374e-06
Hyphomonas	0.000544293151889387	2.58346397049477e-07	2.39804290249714e-06	1.0277817569361e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.5595436245227e-06	2.58346397049477e-07	1.2559679861597e-05	0.000117404296192981	4.11869037398187e-05	3.51270656689906e-05	4.09366985983585e-05	2.65384042131767e-05	2.58346397049477e-07	1.24333054283123e-05	2.58346397049477e-07	2.58346397049477e-07	0.000139866822182735	9.53877223483432e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Iamia	0.00225399237892408	0.000488646056469174	0.000342609787268676	0.000728339918251687	2.58346397049477e-07	2.58346397049477e-07	3.29069910118887e-05	0.000204506712410121	8.84751075816746e-05	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	3.97912433730123e-06	0.000209470662028696	6.1275874699013e-05	5.28184620293039e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.12824521272018e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.151851862653e-06	2.60348790875115e-06	1.30904137924545e-06
Ideonella	0.000387520383731269	8.97955550548027e-06	2.39804290249714e-06	6.93799384525716e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.34794587413583e-05	6.5595436245227e-06	2.58346397049477e-07	2.58346397049477e-07	1.66587793684799e-05	2.258301403856e-05	0.000104864504212873	8.16150507996675e-05	3.96784331212403e-05	2.58346397049477e-07	5.12833000955462e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.43091715290031e-06	2.58346397049477e-07
Idiomarina	6.71700632328641e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Ignatzschineria	1.79390528569027e-05	6.07248580267001e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.36774112227227e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.5568587998224e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Ignavibacterium	0.010402207150138	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.48610133261446e-05	1.03931939568902e-06	2.258301403856e-05	0.00199939825132167	0.00390131232250259	0.0029655248699834	3.20178633347968e-05	5.12833000955462e-06	2.58346397049477e-07	0.000435874307365859	0.000341523509428725	0.000666163978056106	2.58346397049477e-07	2.21676908341788e-06	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Inquilinus	0.00190692371356064	0.000218288574107819	3.44934904842122e-05	3.59817012115332e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.65296872775731e-05	9.01836566909187e-06	2.58346397049477e-07	2.58346397049477e-07	2.5568587998224e-06	0.00121998303710972	0.000357035562293801	4.10280789476039e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Iodobacter	4.89640270575945e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.37453478593152e-05	2.58346397049477e-07	2.58346397049477e-07	9.01836566909187e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Isoptericola	0.000195943171580144	3.16541609985974e-06	8.81713241884015e-06	4.36760548103994e-05	2.58346397049477e-07	2.58346397049477e-07	1.81304375966087e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	8.73815385908115e-05	3.12824521272018e-05	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.30904137924545e-06
J2_29	0.0132365759657244	0.00885809973085992	0.0010080554004629	0.00296936163712536	1.81792340857241e-06	2.58346397049477e-07	7.64385171650078e-05	7.96583190697672e-06	1.91619380794691e-05	1.16255878672265e-05	1.2559679861597e-05	2.58346397049477e-07	3.97912433730123e-06	1.18812528210299e-05	2.58346397049477e-07	9.01836566909187e-06	8.19822563148632e-06	7.33081005846266e-05	5.77211564663726e-05	8.73815385908115e-05	2.58346397049477e-07	2.58346397049477e-07	1.78326431834236e-06	2.58346397049477e-07	9.72587372506711e-06	1.43091715290031e-06	5.51182130802934e-06
