OTU	Size	Taxonomy
KSA2	301	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;KSA2;
Kurthia	130	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Kurthia;
Kushneria	10	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Kushneria;
Kutzneria	392	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinosynnemataceae;Kutzneria;
Kytococcus	147	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dermacoccaceae;Kytococcus;
Labrenzia	14	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobacteraceae;Labrenzia;
Labrys	2765	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Labrys;
Lachnobacterium	8691	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnobacterium;
Lachnospira	128052	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;
Lacinutrix	2907	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Lacinutrix;
Lactobacillus	2685	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
Lactococcus	95	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;
Lamprocystis	127	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Lamprocystis;
Lampropedia	72	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Lampropedia;
Laribacter	777	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Laribacter;
Lautropia	9496	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;
LCP_6	4750	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Thermodesulfovibrionaceae;LCP_6;
LE30	58	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;LE30;
Leclercia	27	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Leclercia;
Leeuwenhoekiella	5	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Leeuwenhoekiella;
Legionella	1879	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;
Lentibacillus	19	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lentibacillus;
Lentisphaera	329	Bacteria;Lentisphaerae;Lentisphaerae;Lentisphaerales;Lentisphaeraceae;Lentisphaera;
Leptolyngbya	352	Bacteria;Cyanobacteria;Synechococcophycideae;Pseudanabaenales;Pseudanabaenaceae;Leptolyngbya;
Leptonema	7	Bacteria;Spirochaetes;Leptospirae;Leptospirales;Leptospiraceae;Leptonema;
Leptospira	44	Bacteria;Spirochaetes;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;
Leptothrix	796	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Leptothrix;
Leptotrichia	31209	Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Leptotrichia;
Leucobacter	966	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Leucobacter;
Leuconostoc	408	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;
Leucothrix	345	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Leucothrix;
Levilinea	414	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae;Levilinea;
Lewinella	577	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Saprospiraceae;Lewinella;
Limnobacter	74	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;
Limnohabitans	47873	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;
Limnothrix	1	Bacteria;Cyanobacteria;Synechococcophycideae;Pseudanabaenales;Pseudanabaenaceae;Limnothrix;
Listeria	3	Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;
Litincola	280	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Litincolaceae;Litincola;
Loktanella	10190	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;
LP2A	2	Bacteria;Verrucomicrobia;Methylacidiphilae;Methylacidiphilales;Methylacidiphilaceae;LP2A;
Luedemannella	680	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Luedemannella;
Luteibacter	228	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteibacter;
Luteimonas	1008	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;
Luteolibacter	101936	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;
Lutibacterium	969	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Lutibacterium;
Lutimonas	1	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Lutimonas;
Lysinibacillus	1055	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;
Lysobacter	9223	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;
Macrococcus	55	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;
Magnetococcus	2	Bacteria;Proteobacteria;NA;NA;NA;Magnetococcus;
Magnetospirillum	279	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;
Malikia	3	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Malikia;
Mannheimia	12	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia;
Maribacter	28	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Maribacter;
Maribius	24	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Maribius;
Maricaulis	448	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Maricaulis;
Marichromatium	44	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Marichromatium;
Marinibacillus	7	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Marinibacillus;
Marinobacter	329	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alteromonadaceae;Marinobacter;
Marinobacterium	682	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium;
Marinococcus	360	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Marinococcus;
Marinomonas	586	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;
Marinospirillum	1	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinospirillum;
Marinovum	30	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinovum;
Mariprofundus	13359	Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales;Mariprofundaceae;Mariprofundus;
Marivita	126	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita;
Marmoricola	404	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Marmoricola;
Martelella	273	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Martelella;
Massilia	14126	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
MC18	315588	Bacteria;Verrucomicrobia;Spartobacteria;Spartobacteriales;Spartobacteriaceae;MC18;
Mechercharimyces	2	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Mechercharimyces;
Megamonas	45	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Megamonas;
Melissococcus	3	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Melissococcus;
Mesonia	43	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Mesonia;
Mesorhizobium	753	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;
Methanobacterium	6505	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;
Methanobrevibacter	3538	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;
Methanocorpusculum	18	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanocorpusculaceae;Methanocorpusculum;
Methanolinea	16	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;NA;Methanolinea;
Methanosaeta	326	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanosaeta;
Methanosarcina	114	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;
Methanosphaera	2	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanosphaera;
Methanosphaerula	2	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;NA;Methanosphaerula;
Methylarcula	12662	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Methylarcula;
Methylibium	62611	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Methylibium;
Methylobacillus	14	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylobacillus;
Methylobacterium	8882	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;
Methylocaldum	5091	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;
Methylocella	6	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocella;
Methylococcus	1324	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;
Methylocystis	513	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylocystis;
Methylomicrobium	72	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium;
Methylomonas	1864	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;
Methylophaga	1390	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga;
Methylophilus	165	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylophilus;
Methylopila	269	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylopila;
Methylosarcina	74	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylosarcina;
Methylosinus	5162	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus;
Methylosphaera	23	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylosphaera;
Methylotenera	63418	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera;
Methyloversatilis	9076	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Methyloversatilis;
Methylovorus	31	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylovorus;
Microbacterium	1104	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microbacterium;
Microbispora	74	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Microbispora;
Microbulbifer	82	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alteromonadaceae;Microbulbifer;
Microcella	8532	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microcella;
Micrococcus	16876	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Micrococcus;
Microcoleus	16793	Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Phormidiaceae;Microcoleus;
Microcystis	20978	Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Microcystaceae;Microcystis;
Microlunatus	1	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Microlunatus;
Micromonospora	14986	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Micromonospora;
Microscilla	1	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Microscilla;
Microtetraspora	5	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Microtetraspora;
Microvirgula	2	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Microvirgula;
Mitsuaria	159	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Mitsuaria;
Mitsuokella	19525	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Mitsuokella;
ML110J_20	47	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;ML110J_20;
Mobiluncus	152	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Mobiluncus;
Modestobacter	1235	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae;Modestobacter;
Mogibacterium	1099	Bacteria;Firmicutes;Clostridia;Clostridiales;ClostridialesFamilyXIII.IncertaeSedis;Mogibacterium;
Moraxella	1548	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;
Morganella	71558	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Morganella;
Moritella	80	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;
Moryella	150	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Moryella;
MSBL3	670	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;MSBL3;
Muricauda	177	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Muricauda;
Myceligenerans	6	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Myceligenerans;
Mycetocola	121	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Mycetocola;
Mycobacterium	32676	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;
Mycoplana	54	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mycoplana;
Mycoplana_1	451	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Mycoplana;
Mycoplasma	788	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;
Myroides	20	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Myroides;
Myxococcus	223	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;
Nannocystis	210	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Nannocystis;
Natronincola	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Natronincola;
Natronobacillus	6	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Natronobacillus;
Natronococcus	1	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Natronococcus;
Natronorubrum	1	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Natronorubrum;
Nautella	9	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nautella;
ND137	97	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alteromonadaceae;ND137;
Neisseria	579096	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;
Neptunomonas	105	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Neptunomonas;
Nereida	4618	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nereida;
Nesterenkonia	376	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Nesterenkonia;
Nevskia	3655	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Nevskia;
Niabella	597	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;NA;Niabella;
Niastella	1529	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;NA;Niastella;
Nitratireductor	18	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Nitratireductor;
Nitrincola	14	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Nitrincola;
Nitrobacter	55	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter;
Nitrosococcus	17	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;
Nitrosomonas	435	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;
Nitrosopumilus	20326	Archaea;Crenarchaeota;Thaumarchaeota;Cenarchaeales;Cenarchaeaceae;Nitrosopumilus;
Nitrosospira	169	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;
Nitrospina	279	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Nitrospinaceae;Nitrospina;
Nitrospira	1852	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;
Nocardia	269	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Nocardia;
Nocardioides	1217	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides;
Nocardiopsis	64	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiopsaceae;Nocardiopsis;
Nonomuraea	19	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Nonomuraea;
Nordella	626	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;Nordella;
Nostoc	76	Bacteria;Cyanobacteria;Nostocophycideae;Nostocales;Nostocaceae;Nostoc;
Novispirillum	29	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Novispirillum;
Novosphingobium	14236	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;
nsmpVI18	44	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alteromonadaceae;nsmpVI18;
Oceanibulbus	96	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanibulbus;
Oceanicaulis	69	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Oceanicaulis;
Oceanicola	4629	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicola;
Oceanimonas	7	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanimonas;
Oceanisphaera	1	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera;
Oceanobacillus	56	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;
Oceanospirillum	9	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceanospirillum;
Ochrobactrum	124	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum;
Octadecabacter	57	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter;
Odoribacter	17849	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
Oenococcus	11	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Oenococcus;
Oerskovia	84	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae;Oerskovia;
Oleibacter	430	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oleibacter;
Oleispira	61	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oleispira;
Olivibacter	1	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Olivibacter;
Olleya	688	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Olleya;
Opitutus	6108	Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;
Oribacterium	16927	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Oribacterium;
Ornithinicoccus	98	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Ornithinicoccus;
Oscillatoria	67	Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae;Oscillatoria;
Oscillochloris	3	Bacteria;Chloroflexi;Chloroflexi;Chloroflexales;Oscillochloridaceae;Oscillochloris;
Oscillospira	33848	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira;
Oxalobacter	1356	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalobacter;
p_75_a5	23	Bacteria;Tenericutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;p_75_a5;
P30_6	81	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;P30_6;
Paenibacillus	1024	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
Paludibacter	246	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter;
Pandoraea	530	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;
Pantoea	19007	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;
Parabacteroides	180567	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
Parachlamydia	31	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Parachlamydiaceae;Parachlamydia;
Paracoccus	10325	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;
Parascardovia	10	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Parascardovia;
Parvibaculum	68	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Parvibaculum;
Pasteurella	57	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella;
Pasteuria	1	Bacteria;Firmicutes;Bacilli;Bacillales;Pasteuriaceae;Pasteuria;
Patulibacter	90	Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Patulibacteraceae;Patulibacter;
Paucibacter	679	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Paucibacter;
Paucimonas	14	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Paucimonas;
Pedobacter	3246	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;
Pedomicrobium	5297	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;
Pelagibaca	67	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pelagibaca;
Pelagicoccus	42	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;
Pelistega	1	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pelistega;
Pelobacter	5344	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter;
Pelodictyon	3	Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Pelodictyon;
Pelotomaculum	5	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Pelotomaculum;
Peptococcus	544	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Peptococcus;
Peptoniphilus	12829	Bacteria;Firmicutes;Clostridia;Clostridiales;ClostridialesFamilyXI.IncertaeSedis;Peptoniphilus;
Peptostreptococcus	2404	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;
Persicobacter	7	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flammeovirgaceae;Persicobacter;
Phaeobacter	14	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter;
Phaeospirillum	9	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Phaeospirillum;
Phascolarctobacterium	19508	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium;
Phenylobacterium	26683	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;
Phormidium	344	Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Phormidiaceae;Phormidium;
Photobacterium	1197	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;
Photorhabdus	31	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Photorhabdus;
Phycicoccus	1471	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Phycicoccus;
Phyllobacterium	104	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium;
Pigmentiphaga	263	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga;
Pilimelia	5	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Pilimelia;
Pimelobacter	1540	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Pimelobacter;
Pirellula	3596	Bacteria;Planctomycetes;Planctomycea;Pirellulales;Pirellulaceae;Pirellula;
Piscirickettsia	2	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Piscirickettsiaceae;Piscirickettsia;
Planctomyces	13276	Bacteria;Planctomycetes;Planctomycea;Planctomycetales;Planctomycetaceae;Planctomyces;
Planifilum	13	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Planifilum;
Planktothricoides	3	Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Phormidiaceae;Planktothricoides;
Planktothrix	9	Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Phormidiaceae;Planktothrix;
Planococcus	7	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus;
